row_index,order_id,dirty_reasons
207,1207-01,address_multiline_or_missing_punctuation;country_region_mixed;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;product_name_typo_or_variant;tags_mixed_delimiters;tax_or_discount_percent_string
208, 1208 ,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;tags_mixed_delimiters
209,ORD1209,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;quantity_non_numeric;tax_or_discount_percent_string
210,01210,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;total_price_mismatch
211,1211,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
212,01212,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;quantity_range_string
213,#1213,leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tax_or_discount_percent_string
214,#1214,currency_symbol_or_text;decimal_separator_variation;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric;quantity_range_string;shipping_cost_free_string;tags_mixed_delimiters
215,#1215,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;shipping_cost_free_string;swapped_fields
216,  1216 ,currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;quantity_range_string
217, 1217 ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric
218,1218,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
219,ORD1219,country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric
220,Order ID,currency_symbol_or_text;email_invalid_format;header_row_inside_data;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;tax_or_discount_percent_string
221, 1221  ,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;tags_mixed_delimiters;tax_or_discount_percent_string
222,ORD-1222  ,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
223,1223,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
224,1224-01,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;quantity_range_string
225,   1225   ,country_region_mixed;currency_symbol_or_text;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric
226,1226-01,country_region_mixed;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric;quantity_range_string
227,ORD1227,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;shipping_cost_free_string;tags_mixed_delimiters
228,ORD1228,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
229,ORD1229,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;tags_mixed_delimiters
230, 1230 ,decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric;tax_or_discount_percent_string
231, 1231 ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters;total_price_mismatch
232,01232,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;shipping_cost_free_string
233,01233,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric
234,ORD-1234,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;tags_mixed_delimiters
235, 1235 ,decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters
236,ORD1236,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;tags_mixed_delimiters
237,01237,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;tags_mixed_delimiters;tax_or_discount_percent_string
238,01238,currency_symbol_or_text;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric
239,1239,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric
240,   1240   ,country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;shipping_cost_free_string;tags_mixed_delimiters;tax_or_discount_percent_string
241, 1241 ,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;tags_mixed_delimiters
242,01242,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
243,ORD1243,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price
244,1244-01,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;tags_mixed_delimiters;tax_or_discount_percent_string
245,01245,currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
246,1246,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
247,1247-01 ,currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters;tax_or_discount_percent_string
248,1248,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters;total_price_mismatch
249,1249-01,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;quantity_non_numeric
250,ORD1250,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric
251,ORD-1251,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
252, 1252 ,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;shipping_cost_free_string;tags_mixed_delimiters
253,\tNULL,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;quantity_non_numeric;tags_mixed_delimiters
254,#1254,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
255,ORD-1255,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;tags_mixed_delimiters
256,  1256-01 ,address_multiline_or_missing_punctuation;country_region_mixed;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant
257,1257-01,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
258,ORD-1258,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;quantity_range_string;shipping_cost_free_string;tags_mixed_delimiters
259,01259,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
260,01260,country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters
261,Order ID,country_region_mixed;currency_symbol_or_text;email_invalid_format;header_row_inside_data;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
262, 1262,address_multiline_or_missing_punctuation;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;product_name_typo_or_variant;tags_mixed_delimiters;tax_or_discount_percent_string;total_price_mismatch
263,\t1263,currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;phone_inconsistent_format
264,1264,country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
265,01265,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric
266,1266-01,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric
267, 1267 ,decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
268,\t01268  ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric
269,\tORD1269,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats
270,ORD-1270,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
271,ORD-1271,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_name_typo_or_variant;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
272,1272-01,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;tags_mixed_delimiters
273,1273,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
274,1274-01,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_name_typo_or_variant
275,1275-01,country_region_mixed;currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;shipping_cost_free_string;tags_mixed_delimiters;tax_or_discount_percent_string
276,01276,address_multiline_or_missing_punctuation;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;quantity_range_string
277,null,currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;tags_mixed_delimiters
278,1278-01,decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric
279, 01279,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;quantity_non_numeric;quantity_range_string;tax_or_discount_percent_string
280,ORD1280,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric
281, 1281 ,address_multiline_or_missing_punctuation;currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;tags_mixed_delimiters;total_price_mismatch
282, ORD1282 ,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;shipping_cost_free_string
283,#1283,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters
284,-,currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters
285,1285-01,address_multiline_or_missing_punctuation;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric
286,01286,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
287,01287,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;phone_inconsistent_format;tax_or_discount_percent_string
288, 1288 ,currency_symbol_or_text;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
289, 1289 ,currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;total_price_mismatch
290,ORD1290,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price
291, 1291 ,country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;tax_or_discount_percent_string
292, 1292   ,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric
293,   1293   ,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;product_name_typo_or_variant;tags_mixed_delimiters
294,1294-01,country_region_mixed;currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;phone_inconsistent_format;tax_or_discount_percent_string
295,#1295,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters
296,01296,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;tax_or_discount_percent_string
297,01297,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;phone_inconsistent_format;product_unknown;quantity_non_numeric
298,ORD1298,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_name_typo_or_variant;quantity_non_numeric
299,ORD-1299,inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters;tax_or_discount_percent_string
300,#1083,address_multiline_or_missing_punctuation;currency_symbol_or_text;duplicate_order_id_conflict;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;tags_mixed_delimiters;tax_or_discount_percent_string
301,ORD1084,currency_symbol_or_text;duplicate_order_id_conflict;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric
302,ORD-1053,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;duplicate_order_id_conflict;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters;tax_or_discount_percent_string
303,ORD1206,currency_symbol_or_text;decimal_separator_variation;duplicate_order_id_conflict;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format
304,ORD-1166,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;duplicate_order_id_conflict;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
305,01212,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;duplicate_order_id_conflict;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;outlier_date;quantity_non_numeric;quantity_range_string
306,01136,currency_symbol_or_text;decimal_separator_variation;duplicate_order_id_conflict;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
307,1139-01,country_region_mixed;decimal_separator_variation;duplicate_order_id_conflict;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;quantity_range_string
308,-,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;duplicate_order_id_conflict;email_invalid_format;inconsistent_case;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
309,ORD-1077,country_region_mixed;currency_symbol_or_text;duplicate_order_id_conflict;email_invalid_format;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;phone_inconsistent_format;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
